age,gender,weight,humidity,temperature,complication,is_indoors,is_ground_wet,is_windy_or_fanned,is_direct_sun,activity_type,duration_minutes,pace,terrain_type,sweat_level,intensity_score,water_intake
29,1,85,46,34,0,1,0,1,1,5,26,6.506001974901968,2,2,0.5279999999999999,4157.0
43,0,62,30,36,0,0,1,1,0,0,28,5.32071630519216,2,3,0.584,3288.0
49,1,92,54,21,0,1,1,0,0,0,44,3.2304091449432644,2,3,0.48200000000000004,2863.0
23,0,52,72,16,2,0,1,0,1,0,44,4.209623268399756,0,0,0.332,3267.0
49,0,82,69,20,0,1,0,1,1,2,36,26.186686460644413,1,0,0.758,4165.0
40,0,55,71,21,0,1,0,1,0,3,51,0.0,0,1,0.403,2159.0
21,0,99,54,28,2,0,1,0,1,0,67,4.613348804224129,0,3,0.551,5382.0
40,1,59,68,32,2,0,0,1,1,0,88,4.185777946293474,2,3,0.664,4574.0
28,1,54,64,29,0,1,1,1,1,1,37,11.443493666138435,0,1,0.861,3381.0
41,0,72,32,16,2,0,0,1,0,2,47,19.328971176057635,1,2,0.791,4435.0
44,0,59,79,24,1,0,0,1,0,5,22,5.388283818261089,2,2,0.516,3058.0
34,0,93,66,37,1,0,1,0,0,0,40,5.874354026758301,0,1,0.47000000000000003,4271.0
48,1,51,73,26,2,0,1,1,1,1,17,6.301286590142731,2,2,0.7010000000000001,4334.0
23,0,62,73,31,2,1,1,1,0,4,56,0.0,0,0,0.21800000000000003,2782.0
41,0,89,80,22,0,1,1,0,1,5,99,6.419263799102937,1,1,0.747,4076.0
22,1,51,59,25,2,0,0,0,0,0,27,3.1291572081470056,0,0,0.23100000000000004,2533.0
37,1,69,67,17,0,0,0,1,0,0,48,5.194489392129418,2,1,0.544,3206.0
19,0,50,63,20,1,0,0,1,1,1,54,9.948329903167323,1,1,0.912,4161.0
23,1,86,41,23,2,0,1,1,0,2,75,25.20398636362404,1,3,1.0,5139.0
39,1,58,48,20,0,1,0,1,1,0,13,5.304384535142646,1,3,0.5890000000000001,3021.0
28,0,66,66,23,0,1,1,0,1,4,56,0.0,1,2,0.41800000000000004,2683.0
48,1,58,73,21,1,0,0,0,0,0,49,4.6424144695869565,0,0,0.347,2565.0
33,0,60,88,23,2,0,1,0,1,4,24,0.0,1,3,0.37200000000000005,3491.0
33,1,64,88,32,1,0,1,1,0,5,82,5.6319916320661365,2,2,0.696,3919.0
18,0,73,78,26,0,1,0,1,0,5,36,8.180170668620491,2,3,0.608,2808.0
26,0,87,46,22,0,0,1,1,1,3,60,0.0,2,0,0.43,4280.0
45,0,84,39,22,2,1,1,1,0,3,51,0.0,1,3,0.6030000000000001,3857.0
44,1,79,86,32,0,0,0,0,1,4,20,0.0,2,1,0.21000000000000002,3435.0
23,0,80,84,34,2,1,1,0,0,2,84,17.203820965294096,2,2,0.852,4124.0
33,1,98,78,29,1,0,1,1,0,0,86,5.970996911380945,2,0,0.6080000000000001,4705.0
46,0,54,76,21,2,1,1,0,0,0,69,3.5733962653466906,1,0,0.457,2495.0
20,0,93,41,25,2,0,0,1,0,3,37,0.0,0,2,0.41100000000000003,4235.0
37,1,99,45,34,0,0,0,1,0,4,55,0.0,0,2,0.31500000000000006,4055.0
45,0,63,53,30,0,0,1,0,1,0,83,4.868260209719523,2,0,0.499,3384.0
44,0,60,48,18,2,1,0,1,1,0,56,4.4906865555001465,2,1,0.46799999999999997,3433.0
21,1,58,37,20,0,0,1,1,1,2,44,12.884060817577113,0,3,0.632,3510.0
36,0,83,60,36,0,1,1,0,1,1,57,8.653513659117355,1,1,0.921,4423.0
43,0,61,50,17,0,1,1,1,1,3,77,0.0,1,2,0.631,3182.0
20,0,84,46,23,2,0,1,1,1,3,60,0.0,0,1,0.43,4833.0
48,0,84,52,24,0,0,1,0,0,1,44,9.614696651799527,1,1,0.882,3718.0
36,1,50,66,28,2,0,0,1,0,0,84,3.0711232609335553,0,1,0.452,3178.0
37,1,89,83,25,0,1,1,0,1,2,64,15.482842403935429,0,3,0.692,3888.0
49,0,71,45,32,1,0,0,1,1,2,83,14.998943572315188,0,1,0.649,4724.0
24,1,78,35,36,0,1,0,0,0,3,73,0.0,2,2,0.569,3145.0
37,0,57,37,26,0,1,1,0,0,2,35,20.331097589242187,1,2,0.755,2567.0
26,1,60,54,37,2,0,1,0,0,5,78,7.499514353875341,1,0,0.634,3766.0
18,0,90,47,26,2,0,0,1,1,1,53,7.882239072312391,2,3,0.8590000000000001,6138.0
25,0,86,54,27,0,0,0,0,1,0,51,4.76505666294946,0,3,0.503,3971.0
49,0,63,41,39,1,0,0,0,1,5,21,4.3713142100828515,2,2,0.5129999999999999,4057.0
24,0,79,44,27,0,0,1,0,0,1,24,7.628952015256268,2,2,0.722,3568.0
35,0,84,88,33,0,0,0,0,0,4,54,0.0,0,1,0.262,3169.0
25,0,70,55,33,1,1,1,0,1,3,62,0.0,0,2,0.48600000000000004,3580.0
18,1,86,70,37,2,1,1,1,1,2,100,14.06942327819013,0,3,0.8,5467.0
28,0,54,74,28,0,1,1,1,0,4,19,0.0,1,3,0.35700000000000004,1993.0
45,1,68,55,18,2,0,0,1,0,2,55,18.101055509672054,0,2,0.7150000000000001,4255.0
42,0,63,76,27,2,1,1,1,0,5,95,5.723960299053411,2,3,0.785,3541.0
42,1,75,61,22,1,1,1,1,0,0,23,5.257405012759483,0,3,0.5190000000000001,3144.0
35,1,53,39,37,1,1,1,1,1,0,46,5.182587690675285,2,3,0.638,3505.0
40,1,74,45,35,2,1,1,1,0,0,56,4.589821760790699,2,0,0.41800000000000004,3471.0
48,0,94,36,37,0,1,1,0,0,2,40,24.497781927399753,2,2,0.8200000000000001,3920.0
47,0,91,46,33,2,0,0,1,0,4,43,0.0,0,1,0.229,4301.0
27,1,74,52,26,0,0,1,0,1,0,72,4.083224179023111,1,3,0.666,3895.0
20,0,67,55,32,0,1,1,0,1,4,30,0.0,1,0,0.24000000000000002,2663.0
24,1,89,50,20,1,1,0,1,0,2,73,10.624108676069195,0,2,0.6689999999999999,4024.0
45,0,57,51,32,0,1,1,0,0,5,106,8.817107253973276,2,1,0.718,2530.0
33,1,88,87,33,0,0,0,0,0,4,43,0.0,1,3,0.42900000000000005,3704.0
43,1,89,36,36,2,0,1,0,1,5,71,5.871471433220231,0,2,0.613,5652.0
33,0,63,43,19,1,1,0,0,1,2,38,21.66589062161422,2,2,0.714,3499.0
42,1,81,44,38,0,0,0,1,1,2,76,12.53993669238432,1,1,0.728,5013.0
37,0,87,82,23,0,0,1,1,0,3,24,0.0,2,1,0.372,3349.0
45,1,82,36,17,1,1,1,1,1,2,94,16.48854109254797,1,3,0.9820000000000001,4916.0
34,1,72,38,24,2,0,1,1,0,2,112,27.815615441368024,0,1,0.9360000000000002,4682.0
19,0,64,80,33,1,0,0,1,0,1,18,6.937209047583596,2,3,0.7540000000000001,4129.0
18,0,82,77,17,1,1,0,1,0,0,28,3.5071853353191487,2,3,0.43400000000000005,3145.0
33,0,74,37,36,0,0,0,1,1,3,54,0.0,0,0,0.362,3871.0
47,1,66,79,29,0,0,1,1,0,3,80,0.0,2,2,0.59,3172.0
29,0,82,88,15,2,1,0,1,1,3,72,0.0,1,2,0.616,4518.0
22,1,96,52,21,0,0,0,1,1,1,19,8.564918724541608,0,3,0.807,5384.0
22,1,51,58,26,0,0,1,0,0,5,35,7.86916733688988,2,0,0.45499999999999996,2167.0
49,0,63,47,31,1,1,0,1,0,2,50,22.403577767468136,0,2,0.8,3341.0
44,0,89,60,35,0,1,0,0,1,0,13,4.809576496844002,2,1,0.33899999999999997,3735.0
40,1,89,59,38,2,1,1,0,0,4,26,0.0,2,0,0.178,3511.0
26,1,88,81,34,1,0,0,0,1,5,116,6.95339389109445,0,2,0.748,5275.0
26,0,55,68,19,2,1,1,0,0,2,111,24.056548414949628,2,1,0.9830000000000001,3101.0
20,0,55,64,18,1,0,1,1,1,1,51,11.19337429903322,2,1,0.9530000000000001,4523.0
36,0,52,47,26,0,1,1,0,1,2,94,27.62472799181108,2,2,0.9820000000000001,3216.0
33,0,56,88,34,1,0,1,1,1,2,86,15.837928792327325,1,2,0.8079999999999999,4675.0
33,0,57,71,38,1,1,1,1,1,1,58,11.663569700858748,0,3,1.0,4509.0
20,1,91,68,32,0,1,0,0,0,3,21,0.0,1,1,0.41300000000000003,2848.0
37,1,64,46,31,0,1,0,1,0,3,57,0.0,0,3,0.521,2491.0
41,1,96,43,33,2,1,1,0,1,0,19,5.077062918463243,0,0,0.35700000000000004,4600.0
39,1,78,60,23,2,0,1,0,1,0,51,3.753240310995503,1,3,0.553,4653.0
41,0,82,53,18,0,1,0,1,0,3,41,0.0,0,3,0.47300000000000003,2933.0
18,0,79,64,35,0,1,1,1,0,5,46,8.404907554249878,1,3,0.6880000000000001,3782.0
41,0,88,73,16,0,0,1,0,0,4,40,0.0,0,1,0.22,3136.0
37,1,76,89,18,1,1,1,1,0,2,31,15.975487085245218,1,0,0.5429999999999999,3246.0
28,1,85,74,16,1,0,0,1,0,4,24,0.0,0,1,0.17200000000000001,3473.0
34,0,78,63,29,1,1,0,1,0,2,67,10.50134033477934,1,0,0.651,3670.0
25,0,87,32,16,0,1,1,0,1,3,70,0.0,1,2,0.61,3890.0
21,1,82,66,18,2,1,1,0,0,0,11,4.991473424558175,1,1,0.383,3158.0
23,1,86,72,20,0,0,0,1,0,5,48,8.835873405205502,0,3,0.5940000000000001,3837.0
25,0,76,69,21,1,1,0,1,1,0,33,4.088260801197456,1,1,0.44900000000000007,3809.0
37,0,82,55,24,1,1,1,1,0,4,51,0.0,1,3,0.45300000000000007,3321.0
47,1,53,84,33,0,1,1,1,0,0,23,5.400619043050737,1,3,0.619,2686.0
20,0,71,52,33,0,0,0,1,0,3,41,0.0,1,3,0.5730000000000001,3371.0
33,0,51,73,36,1,0,0,0,0,5,64,5.760120528646059,1,2,0.692,3215.0
47,0,59,68,26,1,1,0,1,0,4,30,0.0,0,3,0.29000000000000004,2451.0
42,1,54,44,17,1,0,1,0,1,5,75,8.753147168810056,0,0,0.525,3242.0
20,1,59,85,27,0,1,0,1,0,2,55,21.060743995209364,1,2,0.8150000000000001,2981.0
42,1,82,78,32,1,1,1,0,1,0,32,3.0033362825885623,2,3,0.44600000000000006,4033.0
46,1,87,33,22,1,1,0,1,1,5,78,9.545722424767966,0,3,0.684,4540.0
35,1,62,58,35,2,1,0,0,0,1,23,8.654199198614513,1,1,0.819,3573.0
49,1,80,51,29,0,1,0,1,1,0,21,3.9705912374564747,0,2,0.313,3575.0
31,1,96,54,15,2,1,0,0,0,2,33,12.292650522061859,1,3,0.699,3865.0
35,0,85,42,17,2,1,1,0,1,5,34,4.566513385962885,0,1,0.45199999999999996,3931.0
19,0,94,47,22,1,0,1,0,1,4,58,0.0,1,0,0.32400000000000007,4389.0
39,0,73,62,18,0,0,0,0,0,2,46,17.236489903988332,2,1,0.6880000000000001,3002.0
20,0,64,45,30,1,0,1,0,0,1,24,11.347200438381615,0,2,0.8719999999999999,3475.0
33,0,78,74,37,0,0,0,0,0,5,118,6.139577055917234,2,1,0.754,3921.0
46,0,57,71,24,2,0,0,1,0,3,73,0.0,1,2,0.619,3328.0
26,0,54,73,26,0,0,0,0,0,0,41,5.553452206277945,2,3,0.623,2449.0
21,1,78,31,28,1,0,0,1,1,4,49,0.0,0,0,0.197,3866.0
18,1,96,84,28,1,1,1,1,1,3,48,0.0,1,2,0.544,4643.0
21,0,53,64,16,1,1,0,1,1,5,44,6.3042558303466025,1,0,0.532,3076.0
18,0,61,71,37,0,1,0,1,1,5,88,6.33235808725928,0,3,0.714,3796.0
31,1,94,63,19,2,1,1,1,1,2,20,15.668532002600124,2,3,0.6100000000000001,5009.0
38,0,51,59,19,2,0,0,0,1,5,94,8.978337197929747,1,3,0.8320000000000001,3970.0
33,0,76,88,20,0,0,0,0,1,4,25,0.0,0,1,0.175,3186.0
37,1,80,84,27,1,1,0,0,0,3,35,0.0,2,3,0.505,2865.0
41,0,85,42,23,2,1,1,1,0,4,17,0.0,0,2,0.201,3301.0
49,1,85,42,36,1,0,0,0,1,1,56,7.909824568154084,1,0,0.768,5089.0
25,0,75,47,29,0,1,1,0,1,1,29,10.093150135530593,0,3,0.9369999999999999,4010.0
24,1,92,61,28,1,1,0,0,0,0,60,4.09401202870301,2,0,0.43,3229.0
20,1,76,61,38,2,1,0,0,0,0,85,4.717928559346754,0,2,0.555,3746.0
34,1,54,64,21,2,1,1,0,0,1,13,8.555626250801637,2,1,0.7390000000000001,2901.0
49,0,69,88,39,1,0,0,1,0,5,110,7.715036412195021,0,0,0.63,4052.0
18,1,60,68,34,0,1,0,0,1,4,36,0.0,2,0,0.20800000000000002,2330.0
33,0,59,75,16,1,1,1,1,0,1,54,11.099755983019232,2,3,1.0,3360.0
29,0,89,81,21,0,0,1,1,1,0,81,5.890439842422983,2,1,0.643,4912.0
44,0,87,58,20,1,0,1,1,1,1,32,9.51338237275981,0,3,0.846,5595.0
36,0,55,78,31,2,1,1,1,1,5,75,4.342161484021716,2,2,0.6749999999999999,3851.0
39,1,57,58,39,0,0,1,1,0,1,21,8.84498577763192,2,1,0.7630000000000001,3620.0
40,1,72,82,39,0,1,0,0,0,4,25,0.0,1,1,0.275,2374.0
39,0,96,73,16,0,1,1,0,1,3,46,0.0,2,1,0.438,3669.0
31,0,75,86,17,2,0,0,0,1,5,117,6.9887796612882545,1,1,0.801,4769.0
47,1,95,45,19,1,1,0,1,1,0,51,3.461758529348715,2,3,0.503,4597.0
23,0,92,85,19,2,1,0,0,0,4,22,0.0,2,3,0.316,3130.0
23,1,61,73,15,0,1,1,0,1,1,56,8.188934821246793,2,2,0.918,3410.0
30,0,75,76,22,1,1,1,1,0,1,13,7.139616818745365,1,1,0.6890000000000001,3404.0
36,0,62,86,26,2,0,0,1,1,3,31,0.0,2,2,0.44299999999999995,4076.0
39,1,89,39,38,0,0,1,1,1,0,46,3.0628023534802,0,0,0.28800000000000003,4603.0
25,0,67,59,18,0,1,1,1,1,0,63,3.9940566562089512,1,3,0.589,3503.0
44,1,74,54,27,2,0,1,0,0,2,94,26.751564574335276,2,1,0.9320000000000002,4288.0
44,0,82,68,37,2,1,1,1,0,0,20,4.110073572428448,0,2,0.36000000000000004,3817.0
19,0,96,49,29,2,1,0,1,1,3,64,0.0,2,1,0.492,4869.0
38,0,89,34,25,0,1,0,0,0,2,47,20.435160990415458,0,1,0.641,3086.0
47,1,92,30,24,2,1,1,0,1,2,44,11.116661745318067,2,0,0.532,4561.0
18,0,61,59,17,0,1,0,1,0,1,45,6.9963151288892185,2,1,0.7350000000000001,2773.0
45,0,93,78,36,2,0,1,0,0,1,37,11.986496334061204,1,1,0.961,5436.0
32,0,85,32,28,0,1,1,1,0,0,54,3.3454385351856035,0,2,0.41200000000000003,2965.0
49,0,97,74,30,0,0,0,1,1,2,66,21.09570719269366,1,3,0.8980000000000001,5703.0
18,1,53,43,24,1,0,0,0,0,1,47,8.732298812883645,0,1,0.791,3123.0
22,1,54,85,24,2,1,0,0,0,3,26,0.0,1,0,0.37800000000000006,2380.0
45,0,86,59,26,2,1,1,1,1,1,27,7.185835323546781,1,1,0.731,5043.0
46,1,57,79,23,0,1,0,1,1,5,76,7.610840403672683,0,1,0.578,2903.0
33,0,91,33,15,0,1,1,1,1,5,110,6.028506456197569,0,3,0.78,4310.0
36,0,98,47,19,0,1,0,0,1,1,43,6.228517803595915,2,1,0.7290000000000001,4347.0
21,0,77,66,34,1,0,0,1,0,2,109,13.868497564960945,2,1,0.7769999999999999,4399.0
20,1,80,54,22,1,1,1,1,0,2,69,25.6944351030491,2,3,0.9570000000000001,3979.0
49,1,58,77,25,0,1,1,1,0,4,38,0.0,2,3,0.364,2217.0
34,1,78,30,26,2,0,1,1,0,5,69,7.179822046128524,2,2,0.657,4191.0
49,1,63,82,15,2,0,1,1,0,3,51,0.0,1,0,0.45300000000000007,3591.0
34,1,89,75,39,1,1,1,0,1,2,37,13.097548584147276,0,3,0.611,4568.0
29,1,90,44,36,1,0,1,1,0,0,56,5.609813498693067,2,3,0.668,4848.0
45,1,71,38,34,0,1,1,1,0,5,56,4.4836924310176105,1,1,0.618,3143.0
47,1,60,44,39,2,0,1,1,0,3,67,0.0,2,0,0.451,3977.0
46,1,72,78,25,0,0,0,1,1,3,23,0.0,1,1,0.41900000000000004,3759.0
31,0,50,86,19,1,1,1,0,1,2,41,18.58309979919624,1,3,0.8230000000000001,3005.0
38,1,95,53,29,2,0,1,0,0,3,37,0.0,1,0,0.41100000000000003,4455.0
23,1,86,33,19,2,0,0,0,1,2,90,22.21284103571046,2,1,0.9200000000000002,5404.0
20,1,70,41,26,1,0,1,1,1,1,35,11.82564149762771,0,1,0.855,5034.0
45,1,75,88,19,0,0,0,1,1,5,89,7.620005177272208,1,2,0.767,4395.0
26,1,95,87,31,0,0,0,0,1,4,51,0.0,1,2,0.403,4319.0
22,1,85,66,31,2,0,1,0,1,1,46,6.062961846839666,1,0,0.738,5339.0
41,1,72,66,38,1,1,0,0,1,5,93,8.858050217595336,1,1,0.7290000000000001,4153.0
46,1,50,72,26,2,1,1,1,1,2,46,16.153251138965658,1,0,0.6880000000000001,3886.0
34,1,89,89,38,1,0,0,1,0,5,95,8.886320675612568,0,2,0.685,4909.0
31,1,64,35,29,0,1,0,0,0,2,81,16.327760680894563,1,3,0.9430000000000001,2937.0
38,1,70,68,29,1,1,0,0,1,1,48,8.28571107014085,1,1,0.894,4085.0
48,0,96,85,20,0,1,1,0,0,0,12,3.5678509377480285,1,3,0.43600000000000005,2907.0
20,0,58,75,26,1,0,1,1,0,0,47,3.6489983328924813,0,3,0.44100000000000006,3158.0
45,1,58,53,34,2,1,0,1,1,5,78,5.181327230654102,2,3,0.734,4120.0
18,1,59,40,32,0,0,0,1,0,0,77,4.059308666815168,0,3,0.5810000000000001,3029.0
37,0,75,42,28,2,1,1,0,1,2,41,13.927137932678917,2,1,0.573,4100.0
